Panel ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62
5952,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,3,3,3,3,3,3,4,9,9,9,9,9,9,9,6,6,6,2,2,1,3,1,1,1,1,1,1,1,1,3,3,3,2,1,1,1,1,1,1
5953,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,3,2,7,1,1,1,1,1,1,1,5,7,5,2,2,3,4,4,3,5,4,3,4,3,4,2,4,3,2,3,4,4,4,3,3
5954,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,4,1,1,6,1,1,1,1,1,1,5,5,5,5,3,4,3,2,3,2,3,4,5,4,3,4,4,4,4,4,3,3,4,4,1,4
5955,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,5,4,5,5,3,3,7,6,3,5,8,4,4,8,8,8,8,4,3,3,4,3,3,4,3,3,5,2,3,3,5,5,3,3,5,4,3,3,3
5956,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,6,1,5,10,2,7,10,6,4,5,7,4,6,9,5,5,5,5,1,1,1,4,2,5,2,5,3,1,2,2,5,2,4,2,2,2,1,2,4
5957,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,4,2,6,3,3,8,6,5,3,5,2,3,7,5,5,5,4,4,4,2,2,4,5,4,4,2,2,3,3,5,2,4,2,2,2,3,2,4
5958,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,3,3,5,1,1,6,3,4,4,5,1,1,6,4,4,5,2,2,3,1,2,2,4,4,4,2,2,2,3,4,2,2,2,1,1,1,2,3
5959,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,7,4,6,7,2,6,9,7,5,7,6,2,7,8,5,5,5,4,4,2,1,4,4,4,5,4,2,4,4,5,5,4,5,3,1,3,4,1,4
5960,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,6,1,1,6,1,1,6,6,1,5,6,6,1,2,5,1,1,5,5,3,5,5,5,1,1,1,1,5,5,3,1,1,1,1,1,1
5961,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,5,3,5,4,2,3,5,5,4,5,4,2,4,4,5,5,5,4,4,4,1,3,1,4,4,4,4,2,2,2,5,3,4,3,3,3,4,2,4
5962,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,10,10,10,10,5,9,10,8,8,9,9,5,6,9,9,9,9,5,5,4,4,5,2,3,2,5,1,1,2,5,5,5,5,1,1,2,1,1,1
5963,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,5,5,1,5,5,5,10,5,5,6,6,7,5,10,5,5,5,5,3,2,3,5,5,5,5,5,3,2,3,2,5,5,5,3,3,5,5,3,5
5964,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,5,5,3,4,5,4,8,8,7,4,6,4,5,9,8,9,9,5,3,4,1,4,3,5,1,4,3,4,2,4,4,5,3,1,1,3,1,1,3
5965,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,3,2,6,3,3,5,1,1,1,1,1,1,1,5,5,5,4,2,2,4,4,5,5,5,4,4,3,2,3,5,3,3,3,3,3,2,2,5
5966,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,7,7,6,7,9,7,8,9,8,8,8,8,8,9,9,7,7,4,4,3,2,3,5,5,3,4,4,3,3,3,5,3,5,4,3,4,4,3,4
5967,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,1,3,5,3,5,5,4,4,5,7,7,7,3,3,5,3,3,5,4,3,5,3,3,3,5,4,3,5,3,3,2,3,2,3
5968,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,4,4,2,4,1,1,6,1,5,5,5,1,1,8,5,5,5,4,5,5,1,3,3,4,5,4,4,3,1,5,5,3,4,1,1,3,1,1,4
5969,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,4,4,4,4,6,7,4,4,4,4,4,4,6,7,7,7,2,1,2,1,5,3,4,5,3,3,2,2,2,4,5,3,3,3,4,3,2,4
5970,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,2,2,2,2,3,4,2,4,4,2,5,4,2,2,2,1,2,2,1,2
5971,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,5,3,3,4,4,3,7,4,4,4,5,5,4,8,8,8,8,4,4,4,4,4,3,3,3,5,1,1,2,3,4,4,4,2,1,3,3,3,1
5972,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,5,5,5,5,5,5,10,5,5,5,5,1,5,10,10,10,10,3,3,3,5,3,3,5,3,3,4,4,3,5,5,5,4,3,5,4,3,3,3
5973,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,4,5,6,3,3,3,6,3,3,6,5,5,5,4,4,5,4,4,2,4,4,5,5,3,4,4,4,4,4,3,3,5,5,3,5
5974,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,5,5,4,6,3,4,5,5,7,5,7,3,3,7,6,5,3,4,4,4,3,5,1,5,3,4,1,4,4,4,5,4,4,2,1,1,1,2,1
5975,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,5,5,2,3,3,2,7,5,5,5,5,5,5,8,5,5,5,1,4,5,1,3,1,3,5,3,3,4,3,4,4,3,4,1,1,3,3,2,2
5976,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,7,7,7,7,7,6,7,8,6,6,6,3,3,2,2,3,4,4,4,4,4,4,1,3,4,2,4,2,2,4,2,2,4
5977,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,5,5,5,5,5,5,9,3,3,3,4,3,3,7,7,7,7,4,4,3,3,3,4,4,3,5,4,4,4,3,4,3,4,2,3,3,4,3,4
5978,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,7,4,3,3,3,3,3,4,5,6,6,4,4,3,2,4,5,5,3,4,2,3,2,4,5,5,4,3,3,4,3,4,4
5979,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,5,5,5,5,5,5,8,2,3,2,3,3,3,7,7,8,8,3,4,3,3,4,2,4,5,4,5,2,3,4,4,3,5,2,3,5,2,3,5
5980,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,5,4,5,2,6,8,9,4,3,8,5,2,7,9,8,9,7,3,4,4,3,5,1,4,4,4,3,3,1,4,4,5,5,2,3,4,5,1,5
5981,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,8,8,8,9,7,8,8,4,4,5,6,4,6,6,8,8,8,5,4,4,4,5,4,5,5,4,4,4,4,4,5,4,4,5,4,4,4,2,4
5982,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,3,1,1,5,2,1,3,1,3,1,5,5,2,4,1,1,1,1,1,1
5983,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,5,5,5,5,4,4,7,5,5,5,5,5,5,7,7,7,7,4,2,2,2,4,3,5,5,5,4,1,1,2,5,5,3,3,3,3,3,1,4
5984,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,3,3,3,3,1,2,3,3,3,3,3,3,3,3,8,8,8,4,3,3,4,4,4,5,5,4,4,2,3,3,4,4,4,4,3,3,3,3,3
5985,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,3,1,1,1,1,1,9,1,1,1,1,1,1,1,6,6,6,4,5,5,4,4,4,5,5,4,3,4,4,5,4,5,5,3,4,5,5,4,4
5986,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,6,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,2,2,3,1,4,1,4,3,4,3,3,1,3,4,4,2,1,2,3,4,2,2
5987,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,3,4,4,4,4,7,5,5,5,5,5,5,5,5,5,5,3,4,3,3,4,3,4,3,5,4,4,3,4,4,4,3,4,3,3,3,4,3
5988,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,5,5,5,5,5,9,9,6,6,6,6,6,6,6,5,8,8,4,5,2,5,4,3,4,2,2,4,5,4,4,5,5,4,2,2,5,5,2,2
5989,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,5,4,3,9,1,5,9,6,6,7,9,1,7,9,7,7,8,4,5,1,4,3,4,3,4,4,4,5,5,4,5,2,4,4,5,4,3,4,3
5990,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,5,5,6,7,5,5,5,5,5,5,5,4,4,4,4,2,2,3,4,2,3,5,5,2,2,2,2,3,2,2,3,2,2,2,2,4
5991,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,5,1,1,1,1,1,1,3,5,5,5,3,3,3,1,1,3,5,4,4,5,3,4,4,4,3,3,2,3,5,5,3,3
5992,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,2,10,6,6,6,6,6,6,10,6,9,10,4,5,5,4,4,5,5,4,4,5,5,5,5,5,4,5,4,5,4,4,4,4
5993,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,5,3,5,1,2,3,4,5,1,3,1,1,1,1,2,3
5994,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,3,3,3,4,3,3,5,4,4,4,5,4,4,5,5,7,7,4,4,4,1,2,5,5,5,4,3,4,3,4,5,5,4,3,3,4,5,3,4
5995,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,4,2,2,2,2,1,1,4,7,7,7,4,5,5,2,3,4,4,3,3,3,4,4,4,4,4,4,3,2,3,3,3,4
5996,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,5,5,10,10,5,5,10,1,1,1,5,9,1,10,5,5,5,5,5,5,5,5,4,5,4,4,3,3,2,5,5,5,5,5,5,5,5,4,4
5997,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,6,4,2,4,4,2,4,5,5,5,5,4,5,4,4,4,4,5,4,4,3,3,4,4,5,4,4,4,3,3,2,2,4
5998,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,4,7,7,5,8,7,7,4,7,5,5,8,7,7,7,5,5,3,4,5,5,5,5,4,4,4,1,5,4,4,5,4,3,4,4,3,4
5999,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,6,7,3,5,3,5,8,5,6,4,6,4,5,8,6,8,6,5,4,3,3,4,4,5,3,5,5,2,3,5,5,3,2,2,4,4,5,2,4
6000,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,5,4,4,5,6,6,6,5,5,5,5,6,6,9,4,1,1,1,4,5,4,3,5,4,3,4,2,4,4,4,2,2,2,1,1,4
6001,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,6,6,6,6,2,4,7,2,3,5,5,1,3,5,2,8,4,3,2,2,4,4,1,4,4,4,4,3,3,2,5,3,2,2,2,4,5,2,4
6002,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,6,5,4,5,3,5,5,3,3,3,3,1,3,3,10,10,10,1,3,1,2,3,1,3,5,1,5,3,4,4,5,4,4,1,1,5,5,4,5
6003,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,2,7,2,2,6,6,4,7,8,2,3,4,5,5,5,3,3,3,4,4,5,5,4,4,5,5,4,5,5,4,3,3,3,5,1,2,5
6004,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,2,1,6,1,1,5,7,8,10,6,10,9,6,5,5,7,4,5,4,2,4,3,4,4,5,2,3,3,5,4,3,5,1,1,3,1,2,4
6005,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,5,6,5,5,5,5,6,5,5,5,5,5,4,4,3,1,3,1,4,4,4,2,3,1,2,5,4,2,1,1,2,3,1,4
6006,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
6007,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,3,3,2,3,1,3,5,2,2,2,4,1,3,5,5,5,5,4,5,3,2,2,4,3,3,4,4,3,3,5,5,4,5,2,1,4,4,3,4
6008,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,4,4,6,4,4,6,10,6,6,6,6,6,6,6,10,10,10,5,4,5,4,5,3,5,3,5,5,3,5,5,3,1,4,3,4,5,3,3,5
6009,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,6,6,6,7,5,5,8,8,8,9,7,9,8,5,6,8,8,4,3,3,2,4,2,3,2,4,1,1,1,4,4,4,4,2,2,1,2,2,2
6010,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,7,7,7,7,8,7,9,7,7,6,7,7,6,5,5,5,5,2,1,2,1,3,1,5,4,1,5,4,2,2,5,3,1,3,2,4,3,1,3
6011,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,6,5,5,5,3,5,8,7,7,7,7,4,7,8,5,8,8,2,3,4,2,4,1,4,5,3,2,4,3,5,5,5,4,4,4,4,4,3,4
6012,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,5,5,5,6,4,2,8,5,5,5,6,5,5,7,3,4,5,3,1,3,3,3,5,5,3,5,2,5,4,1,5,5,3,2,1,5,3,3,4
6013,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,6,7,6,7,8,5,8,6,6,5,7,7,6,7,6,6,6,4,3,4,4,4,3,5,2,4,5,5,4,3,4,4,5,4,4,4,5,4,4
6014,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,5,2,2,5,2,2,2,4,2,2,4,5,5,5,3,3,4,2,2,2,5,3,3,2,3,2,4,3,3,4,2,2,3,1,1,3
6015,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,5,5,4,7,2,2,7,5,5,5,8,3,4,7,6,8,8,4,5,5,3,3,2,1,4,5,5,2,3,4,4,3,5,2,2,4,5,3,5
6016,2,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,8,4,4,6,4,4,8,8,4,4,4,10,8,9,6,6,6,1,4,4,1,3,4,4,5,3,5,1,3,4,4,5,4,1,2,4,1,1,4
6017,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,5,6,5,6,7,5,6,4,6,4,6,6,6,7,7,4,3,4,2,3,4,3,4,4,3,2,3,4,4,3,4,3,3,4,3,3,4
6018,2,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,5,6,5,6,3,5,6,6,5,7,5,3,7,7,7,5,4,5,2,1,3,4,2,4,3,4,4,5,5,2,5,4,4,4,4,4,2,5,4
6019,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,7,6,4,6,7,2,7,6,6,6,7,7,4,7,7,7,8,4,5,5,3,3,4,5,4,3,4,3,2,5,4,4,5,3,3,5,5,3,4
6020,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,6,2,3,4,1,1,6,9,3,7,8,1,5,2,1,1,3,5,1,2,1,2,1,5,5,4,4,1,1,1,1,1,1
6021,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,3,2,2,4,1,3,2,4,4,1,3,2,2,4,2,1,3
6022,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,3,9,9,9,5,3,3,3,3,2,5,3,4,3,3,3,3,5,3,3,4,3,3,2,4,3
6023,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,3,5,3,5,5,3,3,3,3,3,3,5,5,3,5,1,1,1,1,1,1
6024,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,4,2,7,1,1,6,3,5,10,9,2,4,10,3,6,5,3,5,4,1,3,5,1,2,4,4,3,1,5,5,1,3,2,3,3,2,1,5
6025,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,5,5,1,3,1,5,1,5,5,5,5,1,3,3,1,1,3
6026,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,6,5,4,6,5,6,7,4,5,7,6,4,4,7,6,7,6,5,2,4,2,4,4,5,1,5,3,3,3,3,5,5,3,3,3,2,2,2,3
6027,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,3,1,2,6,1,1,1,1,1,1,6,6,6,6,3,4,4,1,4,4,4,3,4,2,3,4,4,5,3,4,3,2,2,3,3,3
6028,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,4,4,1,5,3,4,8,2,3,1,3,1,2,7,5,7,6,3,5,5,1,2,3,4,3,4,4,2,1,5,4,3,5,1,1,3,2,2,2
6029,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,3,3,2,2,1,3,4,5,3,3,3,2,5,4,5,5,5,3,4,3,1,2,4,4,3,3,2,3,3,5,5,3,4,2,1,3,3,1,1
6030,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,6,4,4,8,1,3,9,4,4,3,3,2,4,6,5,6,7,1,4,5,1,1,5,5,4,4,1,1,1,5,5,1,3,1,1,1,2,1,5
6031,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,5,5,10,4,6,5,9,5,5,8,6,6,5,9,8,9,8,5,5,5,2,3,5,5,5,4,2,2,5,5,5,5,4,3,2,1,4,2,3
6032,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,3,1,1,1,1,1,1,1,2,2,2,2,5,5,2,3,1,5,4,3,3,2,3,5,3,2,5,3,2,3,2,3,4
6033,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,5,1,1,5,1,1,7,1,1,1,1,1,1,8,4,8,9,3,5,5,2,2,4,4,4,5,4,2,4,5,5,5,5,3,3,4,4,3,5
6034,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,4,3,4,5,5,6,4,5,5,4,5,4,7,5,5,5,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,4,3,3
6035,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,5,5,8,7,5,5,5,5,2,1,3,4,4,1,4,1,5,4,2,3,2,5,5,4,2,1,4,4,4,4
6036,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,5,4,3,4,3,4,4,5,4,3,4,3,4,3,7,6,6,3,4,4,2,2,2,4,4,3,3,3,3,4,4,4,5,2,2,3,3,3,4
6037,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,5,4,5,5,5,5,5,8,8,8,8,2,8,5,5,5,5,4,1,1,1,3,4,5,3,4,2,3,4,1,4,3,4,1,1,4,1,1,3
6038,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,6,7,6,7,6,7,10,6,7,7,7,7,7,5,7,8,7,3,5,4,3,4,3,4,5,4,3,4,5,4,5,4,3,3,3,4,4,3,5
6039,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,1,3,5,2,2,2,2,2,2,2,3,3,3,2,1,1,4,4,2,4,4,5,2,3,3,2,5,4,2,2,2,2,1,1,3
6040,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,5,4,6,6,4,5,8,3,3,5,3,1,2,5,5,7,7,2,4,5,2,5,3,5,3,5,3,2,2,5,3,4,3,2,1,3,3,2,3
6041,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,10,1,1,1,1,1,1,10,9,10,10,5,3,3,5,5,3,5,5,5,1,1,5,3,5,5,1,3,1,1,1,3,1
6042,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,3,3,2,1,3,6,4,3,4,3,2,3,4,6,6,6,5,5,5,1,3,4,5,4,4,3,2,2,4,4,3,4,3,2,4,3,3,3
6043,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,5,6,7,5,7,5,10,5,5,3,6,4,4,6,6,6,6,5,3,3,1,4,2,5,4,3,4,4,3,5,5,4,5,3,3,2,3,4,5
6044,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,8,5,5,5,8,5,5,6,9,6,9,3,6,9,6,6,6,5,3,3,3,3,4,3,3,5,1,4,1,5,5,5,3,1,1,1,1,1,1
6045,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,8,7,5,8,3,7,9,7,7,4,7,5,5,8,7,7,7,4,3,3,4,4,4,4,5,5,3,3,4,4,4,4,3,4,4,4,4,4,4
6046,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,7,6,5,5,7,6,8,6,5,5,5,6,5,7,8,7,7,4,5,3,3,3,4,4,3,4,2,3,3,4,5,4,4,3,2,2,3,2,2
6047,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,6,6,6,6,6,6,6,4,4,4,4,2,2,4,4,4,5,5,4,5,2,2,3,5,2,2,3,2,3,1,1,1
6048,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,7,9,4,4,5,2,3,4,5,4,5,4,3,3,4,5,5,4,3,3,2,2,3,3
6049,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,5,5,5,5,2,2,1,5,4,5,4,5,5,3,2,3,5,5,4,1,2,4,1,1,4
6050,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,7,3,3,3,3,2,3,5,5,5,6,5,5,5,5,5,5,5,4,4,5,1,2,4,5,4,5,3,5,5,3,3,5
6051,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,4,4,6,10,1,4,10,2,5,4,7,1,4,10,1,2,8,1,5,5,1,1,5,5,1,2,1,1,2,5,5,1,5,1,1,1,1,1,1
6052,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,1,5,1,1,1,1,1,1,2,5,5,5,5,2,2,1,3,1,4,5,5,4,2,2,1,4,4,3,1,3,5,5,2,5
6053,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,5,5,5,3,4,5,2,2,3,5,5,4,1,2,4,4,5,3,5,2,2,3,3,2,4
6054,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,3,5,3,5,1,5,7,5,5,5,5,2,2,3,5,4,5,3,5,2,2,1,1,5,2,2,2,2,3,2,1,3
6055,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,5,3,3,3,1,3,5,1,1,1,1,1,1,1,8,8,8,3,3,4,4,5,4,5,3,3,5,5,3,4,4,5,4,3,3,3,4,3,5
6056,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,1,3,2,2,5,2,3,4,3,3,3,4,2,3,5,5,5,5,2,4,3,1,2,2,3,5,3,4,2,2,4,2,3,4,2,2,5,4,3,4
6057,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,3,3,3,3,3,3,6,5,5,5,5,5,5,7,6,7,6,3,5,5,3,5,2,5,4,5,4,5,4,5,5,5,4,3,3,5,3,3,5
6058,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,8,8,8,8,4,7,8,8,8,8,3,4,4,3,4,4,4,5,3,3,3,4,4,5,4,3,3,2,3,3,2,3
6059,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,10,10,10,3,3,5,3,5,8,8,4,4,8,3,6,10,6,5,5,5,5,5,5,5,5,5,2,5,3,5,5,3,5,4,3,5,2,4,4
6060,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,5,7,5,5,5,5,7,5,5,5,5,5,5,7,5,5,5,4,5,3,1,1,3,4,4,3,1,2,1,5,5,3,4,1,1,1,3,1,2
6061,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,8,1,7,2,3,1,9,3,1,5,4,1,1,8,1,3,6,4,5,2,3,5,4,5,3,5,4,1,4,4,5,4,4,3,1,3,1,1,1
6062,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,5,5,5,5,5,5,7,8,8,7,8,9,7,6,5,5,5,2,5,5,3,4,4,5,5,3,4,3,3,5,4,3,5,3,2,5,3,2,4
6063,1,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,4,2,6,7,1,3,7,5,6,6,7,5,8,9,8,8,8,4,5,4,4,4,5,4,4,5,3,3,5,5,5,4,4,4,3,3,5,3,4
